Keara Bode,70,86,91,100,85,84,88,66
Adella Kozey,98,98,94,97,96,94,93,57
Malcolm Wuckert,68,84,56,93,87,50,98,54
Kyra Frami,94,61,59,96,64,70,82,93
Edmond Luettgen,99,84,87,98,0,88,98,51
Destin Johnston,91,92,84,93,89,64,81,89
Paige Ward,83,96,95,50,88,94,93,83
Benton Thiel,96,73,96,88,82,78,81,64
Augustine Johnston,91,84,92,69,83,57,75,82
Jensen Wiza,99,88,73,97,84,69,68,85
Jayden Schaefer,91,82,54,87,87,0,74,98
Werner Pagac,57,68,94,99,86,93,76,63
Austin Nicolas,88,74,97,85,87,61,62,68
King Stracke,74,87,91,97,98,80,82,57
King Nienow,0,64,80,95,70,84,72,87
Branson Weber,97,96,84,84,97,99,100,81
Shane Flatley,52,89,100,70,76,86,83,62
Gonzalo Legros,89,95,79,91,86,86,93,90
Consuelo Hahn,100,89,86,84,81,91,64,86
Gavin Oberbrunner,85,89,99,88,91,93,56,84
Jamarcus Price,89,72,95,79,93,98,92,83
Madilyn Ullrich,88,79,94,76,96,100,87,65
Owen Borer,92,78,93,94,86,73,81,70
Mackenzie Weber,52,90,74,0,60,81,93,91
Guadalupe Schmeler,88,90,80,93,52,86,91,80
Ariel Donnelly,100,97,83,82,82,58,54,94
Ozella Renner,97,94,70,59,99,90,94,85
Luella Mante,84,96,98,66,94,64,61,85
Alejandrin Dare,87,81,86,95,90,95,90,97
Raoul Yost,61,88,61,96,96,58,78,100
Jay Huel,88,95,69,85,82,68,94,99
Tony Breitenberg,82,86,50,75,88,88,93,82
Kayley Green,87,85,71,81,0,90,81,86
Johathan Considine,68,88,93,83,95,93,93,80
Buster Bechtelar,83,85,60,99,57,70,65,55
Alfonzo Hamill,92,83,86,99,95,75,58,54
Elinore Klein,80,100,51,87,84,85,75,82
Weldon Nicolas,93,75,82,64,82,96,95,85
Pedro Davis,89,93,77,96,73,80,100,81
Justus Lubowitz,62,69,85,71,71,55,95,72
Lacy Ziemann,93,87,100,87,95,79,93,84
Joe Moen,91,97,100,82,55,77,70,94
Pablo Schoen,62,78,89,72,91,59,86,97
Kristofer Harvey,50,81,87,98,64,90,61,54
Bella Crooks,83,51,97,90,94,64,88,63
Aric Fay,90,96,0,89,52,93,65,64
Gus Bernier,99,82,85,84,86,66,93,58
Kathleen Heathcote,89,93,82,68,84,61,93,61
Maximillia Jones,51,100,94,89,64,81,90,59
Stevie Mayer,94,89,85,84,87,50,100,71
Lucy Hegmann,95,97,53,58,62,85,66,87
Claudia Reinger,54,98,82,83,96,90,77,91
Kailey Streich,69,88,54,83,55,98,0,55
Darby Stokes,53,95,94,89,93,96,74,63
Orlo Kautzer,95,74,87,80,94,85,95,89
Crystal O'Connell,84,68,82,90,93,87,100,75
Lexus Shanahan,67,98,72,68,82,61,95,99
Barrett Mayert,79,92,82,99,55,97,88,84
Sandra Daugherty,85,87,93,82,80,83,94,65
Meta Kirlin,99,93,87,64,60,89,91,77
Teagan Douglas,96,90,58,94,80,77,82,52
Jordyn Harvey,63,54,99,58,58,93,90,52
Caterina Hessel,82,82,74,92,65,74,86,92
Kyla Kohler,84,89,91,91,98,88,94,80
Johnson Sauer,100,61,77,98,53,90,94,57
Abdul Bechtelar,55,81,100,56,91,53,87,65
Griffin Runte,99,98,98,95,98,54,84,75
Napoleon Turner,93,98,95,84,96,87,83,55
Rosendo Rutherford,74,100,86,73,89,80,89,91
Angeline O'Connell,72,97,80,90,69,82,72,89
Isaias Schuppe,81,80,0,85,87,83,86,61
Sandy Turner,93,84,63,81,98,68,86,53
Lillie Predovic,87,91,78,87,81,93,87,99
Evalyn Cummerata,92,81,61,83,81,61,64,77
Stephania Bayer,87,91,85,99,93,55,50,76
Johann Wiegand,62,75,81,96,51,94,90,59
Wilber Daniel,56,71,90,99,71,87,54,61
Elsa Feil,69,92,86,62,85,69,82,65
Dovie Block,79,85,99,82,96,68,82,89
Derek Romaguera,95,96,83,92,95,89,93,63
Raleigh Nikolaus,60,59,56,94,78,86,80,95
Delia Gorczany,72,87,91,100,58,92,87,77
Sylvester Cummerata,80,83,89,89,88,96,65,89
Janick Paucek,89,87,91,94,78,85,64,94
Alberto Anderson,76,95,91,60,68,88,84,0
Robin Dicki,99,88,83,89,73,0,0,84
Jordan Blanda,69,89,84,64,80,84,92,98
Anahi Moen,72,96,52,58,97,100,69,78
Jamil Toy,81,81,97,61,83,71,83,92
Linwood Ernser,83,76,68,96,81,94,66,86
Tessie Cummings,79,81,76,92,95,59,93,83
Lucie Armstrong,51,92,90,94,76,99,94,72
Dorothy Homenick,81,90,85,80,61,94,80,88
Dejah Oberbrunner,56,91,99,100,94,97,87,94
Nora Parker,78,93,90,90,91,58,80,85
Keely Littel,85,94,73,79,90,76,92,86
Idell Dach,85,62,64,77,99,87,52,90
Dennis Windler,54,82,86,85,91,0,50,66
Adeline Terry,93,76,72,57,81,80,77,50
Kristopher Schmitt,94,95,70,74,88,86,66,87
John Kertzmann,80,95,90,86,87,90,95,65
Roel Paucek,77,86,98,67,80,57,93,81
Cecelia Gusikowski,100,85,91,97,97,92,62,74
Eleanora Jacobi,58,97,82,56,68,84,57,57
Meda Nicolas,54,90,60,92,98,97,55,55
Effie Kassulke,88,89,99,78,96,78,96,81
Emmanuelle Moore,88,87,50,83,93,90,81,56
Tania Ward,52,88,93,93,97,87,81,89
Dallas Greenholt,96,85,98,87,84,96,76,77
Elody Wintheiser,83,91,86,93,82,93,54,71
Boyd Bruen,98,66,70,91,55,100,84,100
Pearl Metz,54,98,59,59,99,97,80,90
Josephine Doyle,91,80,86,67,56,91,79,80
Cleveland Thiel,95,86,99,99,99,78,85,99
Macey Metz,53,88,68,58,97,100,71,97
Kraig Bayer,80,87,83,100,58,100,55,74
Carlos Kuhic,100,80,93,79,84,77,84,91
Godfrey Schoen,82,92,68,54,92,60,81,96
Laverne Mueller,95,65,63,78,58,94,90,81
Rasheed Altenwerth,100,93,91,68,77,93,89,100
Joany Brown,60,68,100,72,86,74,58,76
Harold Rempel,95,83,83,82,87,100,81,88
Keeley McDermott,50,84,0,82,81,98,99,83
Zackery Quigley,100,89,87,97,95,91,83,85
Manuela Keeling,78,72,92,88,59,98,87,96
Bernice Mante,72,78,80,0,80,73,88,92
Fred Gleichner,87,84,95,80,91,96,80,83
Monserrat Rohan,89,77,92,93,93,82,78,84
Rosendo Effertz,88,89,55,97,87,82,68,87
Sofia Legros,55,95,60,81,0,80,81,98
Llewellyn Schimmel,95,73,82,91,74,84,56,96
Clotilde Will,55,62,69,80,82,76,84,64
Finn Crona,91,71,94,53,59,69,88,92
Cole Ortiz,77,73,90,97,95,89,75,86
Norma Miller,82,99,93,97,55,0,60,78
Brady Rohan,93,81,60,85,83,83,94,86
Clair Barrows,62,89,61,78,81,94,93,59
Joseph Watsica,81,93,75,80,95,75,89,89
Gene Waters,78,94,95,53,62,62,90,82
Noemie Streich,88,83,82,96,85,72,0,82
Dandre Zieme,96,61,61,77,98,92,95,0
Toby Langosh,91,68,56,98,100,61,75,84
Maiya Hilpert,89,97,68,74,97,85,89,87
Eliza O'Conner,99,86,88,82,68,98,52,65
Malinda Waelchi,92,74,77,91,52,76,83,74
Cathrine Little,90,99,92,62,81,52,69
Bonita Bergnaum,87,87,98,88,95,86,99
Elwin Mann,97,58,89,91,92,94,91
Tatyana Raynor,79,84,94,81,95,84,91
Dorcas Wisozk,63,95,52,65,83,91,80
Gloria Cartwright,82,100,86,79,58,74,80
Cedrick Beatty,65,71,99,84,69,61,52
Jane Pouros,52,87,89,81,80,78,83
Kristian Davis,0,72,85,92,98,96,100
Sammy Willms,81,91,0,57,91,81,69
Ronaldo Lowe,62,87,83,83,95,51,72
Retta Cassin,53,91,94,90,80,83,85
Shania McCullough,53,97,100,86,76,62,57
Cary Hayes,85,52,80,99,98,83,73
Maddison Kertzmann,81,53,98,97,86,94,100
Zelda Hansen,94,63,80,94,94,100,51
Lincoln Nienow,50,96,80,83,70,83,90
Aracely Yost,92,91,69,67,52,97,76
Olin Pouros,85,84,93,87,100,50,80
Lucienne Halvorson,78,98,87,86,99,92,78
Norene Rohan,94,80,96,84,60,77,67
Andy D'Amore,97,89,97,97,99,56,79
Samson Roberts,83,76,91,89,68,83,94
Felicity Jakubowski,91,91,100,95,85,80,0
Alessandra Maggio,86,70,54,90,56,82,61
Dolly Rau,76,72,0,64,89,96,95
Daphnee Marks,86,97,82,98,89,82,80
Gussie Johns,84,94,97,87,93,92,81
Kailey Fritsch,88,90,72,79,64,51,56
Margarita Block,82,91,94,73,95,73,88
Leonardo Schiller,100,86,94,82,55,95,85
Jailyn Weber,0,59,99,82,80,50,85
Mateo Lynch,91,54,98,80,92,84,81
Eulalia Schowalter,97,93,56,87,57,83,73
Marisol Howe,56,89,99,53,70,96,63
Lonzo Hodkiewicz,97,84,66,67,93,91,63
Cristobal Emard,95,71,80,92,83,82,74
Olaf Carter,88,98,100,83,85,90,57
Mckenzie Dickinson,87,94,79,86,55,60,97
Allison Gislason,81,91,83,97,56,76,100
Percy Ferry,69,69,96,95,87,53,89
Dane Monahan,61,54,90,66,80,91,87
Royce Bode,56,96,65,93,50,99,0
Napoleon Boehm,79,55,74,84,91,95,97
Zoie Spinka,58,56,84,94,93,81,0
Dominic Gerhold,54,79,91,98,69,85,95
Porter Wuckert,76,94,77,91,81,61,95
Grace Green,90,63,69,59,85,69,54
Tyrell Streich,84,98,59,75,96,53,92
Tavares Eichmann,72,89,92,93,70,88,50
Modesta Walsh,70,90,92,89,81,94,59
Christa Krajcik,84,0,90,78,0,96,65
Juana Weimann,96,94,89,68,56,74,72
Toni Gottlieb,92,99,87,81,97,97,76
Sierra Schmidt,66,94,96,59,86,77,82
Amelie Osinski,95,81,98,88,0,60,73
Terrell Effertz,71,98,96,81,90,82,92
Vidal Jones,66,97,83,59,86,87,97
Ulises Ferry,77,87,91,79,69,87,100
Alexanne McGlynn,95,58,95,97,81,98,94
Jewell Prosacco,100,86,80,88,64,89,0
Joannie Greenholt,81,69,85,96,98,84,72
Carolyne McGlynn,56,92,92,100,64,82,85
Melvina Labadie,99,82,81,65,67,0,96
Raina Reynolds,92,98,63,95,99,84,68
Meta Feeney,89,89,59,82,54,75,58
Albertha Klocko,59,60,99,83,86,92,93
Antwon Mitchell,100,98,62,95,89,83,87
Adriel Simonis,0,100,65,70,72,98,96
Olga Harris,81,86,76,77,56,95,0
Darby Reilly,97,100,90,69,97,77,87
Mya O'Kon,85,86,85,61,90,100,98
Amir Kirlin,0,96,74,0,81,82,94
Silas Eichmann,61,84,95,93,66,97,91
Major Nienow,97,86,91,87,98,90,100
Maxine Kling,84,85,93,51,80,80,82
Korey O'Hara,92,70,98,73,86,53,87
Oswaldo Greenholt,90,52,83,82,95,93,52
Forest Shanahan,88,88,100,0,81,79,66
Dominique Smith,86,77,97,81,68,98,100
Felipe Weissnat,94,89,97,73,62,86,85
Rashad Botsford,96,55,92,85,96,89,93
Candida Fahey,62,88,90,83,64,91,81
Bernie Kuhic,99,87,62,65,98,82,72
Demetris Stanton,100,63,0,83,100,52,69
Flossie Doyle,53,100,71,84,82,75,85
Kallie Nader,85,64,80,95,97,98,82
Gina Boehm,87,76,89,79,73,87,78
Camilla Nikolaus,96,72,91,93,80,56,99
Grant Terry,83,61,96,92,99,76,92
Casimer Goldner,79,87,63,100,52,96,97
Loma Howell,95,55,99,87,50,98,80
Eliseo Will,69,50,94,86,51,81,95
Graciela Fadel,99,96,88,0,93,95,83
Clair Hettinger,64,65,86,96,85,91,81
Abigale Heidenreich,87,96,80,92,70,80,88
Juvenal Leuschke,63,92,98,92,97,93,87
Stacy Yost,97,94,88,80,91,98,75
Dejuan Zieme,97,99,87,96,69,90,96
Jane Stehr,84,98,91,94,70,97,60
Don Little,84,52,82,94,81,74,71
Jarred Armstrong,87,82,98,94,89,95,51
Tre Windler,90,89,66,89,52,85,83
Edmund Jenkins,84,71,98,78,0,92,99
Josefa Frami,90,79,92,92,85,57,99
Makayla Gutmann,66,52,52,95,72,59,100
Donnell Bradtke,80,75,87,86,87,88,61
Peyton Goodwin,85,73,62,92,71,98,95
Arnold Lebsack,96,96,85,91,87,100,75
Enos Ritchie,88,58,88,93,85,100,84
Irma Monahan,89,99,98,80,100,88,76
Esteban Osinski,63,98,81,67,92,88,82
Destinee Kilback,91,51,91,83,93,100,81
Lindsay Wolf,53,82,81,85,97,90,82
Porter Pagac,91,84,57,94,66,56,88
Ebba Swift,67,89,95,92,81,82,96
Ernestine Keeling,93,70,93,64,97,65,84
Jammie Bode,70,88,83,99,86,91,60
Milan Christiansen,98,60,92,92,87,100,70
Mallie Bogisich,61,66,74,97,87,65,81
Gaetano Kuhn,97,97,54,88,95,82,73
Katelin McClure,86,99,88,82,68,94,80
Natalie Steuber,66,79,59,66,92,60,87
Oma Leannon,88,58,52,92,100,88,98
Oral Kemmer,75,94,82,91,65,87,94
Caleb Greenholt,75,92,80,55,78,84,87
Richmond Simonis,82,66,93,54,82,64,90
Greta McKenzie,81,79,95,60,89,80,100
Judge Waters,81,92,75,58,66,74,95
Imogene Gutmann,96,100,88,94,87,95,56
Travis Dietrich,85,89,75,96,99,85,94
Darrel Jones,80,65,97,81,53,92,99
Rogelio Durgan,99,87,56,100,97,96,97
Ewald Lind,74,82,89,87,99,92,94
Elliot McKenzie,0,84,98,66,85,97,97
Pearl Rodriguez,94,88,59,83,72,74,77
Lexus Boyer,99,0,74,89,55,51,84
Maximilian Fritsch,79,80,83,85,57,68,98
Valentina Ledner,92,53,95,79,85,81,75
Bonnie Hilpert,75,54,89,53,87,57,72
Jane Schaden,89,65,54,60,90,97,81
Crystal Dickens,85,51,85,89,53,98,91
Lulu Paucek,65,80,83,89,66,97,89
Virgie Block,96,78,82,59,75,96,98
Casper Weimann,100,50,66,99,88,73,91
Karl Bechtelar,98,55,83,97,79,77,57
Diana Cassin,89,81,100,84,96,99,97
Laila Lubowitz,63,63,81,66,81,85,82
Dejon DuBuque,96,91,90,92,91,97,93
Providenci Yundt,81,76,89,80,57,94,97
Jose Quigley,98,64,80,87,86,85,77
Camilla Abernathy,59,78,94,50,98,72,80
Norris Bruen,83,83,66,95,96,91,98
Toy Keebler,82,56,83,82,52,96,92
Estella Harris,89,80,88,69,94,88,55
Jensen Strosin,0,70,98,71,85,91,82
Antonia Gulgowski,55,66,82,97,65,96,50
Aurelia Fay,57,71,95,81,68,81,92
Quinton Hand,71,62,59,58,95,61,99
Melyna Ziemann,59,83,85,100,94,62,62
Jeremie Schmeler,0,70,79,80,97,81,93
Moises Terry,87,81,92,89,72,99,97
Dana Goyette,81,88,85,65,99,93,87
Joan Wilkinson,64,89,59,98,96,72,95
Fredrick Rice,52,52,61,50,58,89,99
Kris Hagenes,52,96,60,84,97,53,90
Ozella Smith,85,91,0,94,88,94,92
Schuyler Mueller,99,97,58,89,98,68,61
Gudrun Dach,82,91,79,90,88,85,79
Anibal Morar,68,57,82,91,58,94,78
Merl Franecki,92,0,60,92,93,87,0
Nestor Gislason,77,70,87,81,92,100,87
Bonita Abshire,55,96,92,60,82,91,88
Verona Bailey,99,78,72,87,63,88,98
Lew Larson,63,57,95,63,70,97,0
Reese Krajcik,92,80,99,99,86,99,60
Americo Rodriguez,92,0,96,91,97,94,77
Felicita Boyle,97,96,100,61,77,74,78
Ari Stanton,91,96,96,80,90,50,50
Maxie Altenwerth,90,50,97,90,76,99,93
Darby Goldner,87,91,82,82,84,93,98
Eddie McGlynn,90,85,82,77,94,79,86
Noemy Reinger,88,100,95,100,54,0,61
Sanford Bartoletti,85,98,97,88,92,80,90
Alexzander McLaughlin,91,90,89,74,85,95,84
Donnell Bartell,73,93,64,74,98,93,96
Arlene Dickinson,60,91,94,77,82,81,59
Zackery Jaskolski,81,56,86,60,78,95,81
Joy Kuhlman,50,96,86,76,89,59,89
Kelly Zulauf,82,100,77,99,86,97,87
Thad Leffler,100,85,92,82,76,98,80
Oma Effertz,98,94,88,81,85,88,65
Myrtie Balistreri,96,92,84,94,90,94,80
Zackery Vandervort,99,76,0,74,87,77,54
Guadalupe Christiansen,85,94,98,80,96,75,91
Conner O'Hara,98,91,96,63,69,59,81
Kylee Kuphal,93,89,64,97,93,67,87
Wade Rohan,69,80,90,81,62,95,94
Bert Gaylord,96,94,79,91,94,92,71
Catherine Russel,90,86,99,97,83,100,60
Judson Hoeger,62,99,81,93,59,89,87,92,67,51,89
Damion Morar,60,77,95,65,88,93,52,89,83,84,89
Dario O'Connell,100,80,98,81,81,88,65,0,97,89,81
Brennon O'Keefe,94,71,86,74,57,83,97,81,90,66,95
Rebeka Jast,100,72,59,91,81,91,61,82,88,80,71
Felix Kuhic,60,84,69,98,88,86,97,73,60,67,79
Kurtis Goodwin,98,80,85,93,75,96,100,73,86,58,0
Cecilia Schaden,89,72,92,64,96,94,88,82,77,95,57
Selena Lowe,89,99,77,86,61,86,91,97,66,85,70
London Beahan,55,89,99,78,90,89,59,86,95,88,95
Jadyn Heidenreich,97,84,65,100,97,91,54,61,95,65,66
Trycia McLaughlin,92,83,86,61,90,89,72,88,0,51,64
Therese Bashirian,100,81,85,94,62,81,92,76,81,92,94
Vergie Schiller,74,93,76,60,54,69,54,99,99,93,87
Missouri Gerlach,93,99,93,56,94,89,81,86,72,51,95
Adaline McKenzie,51,88,91,91,100,98,70,69,90,56,89
Felicia Fisher,55,86,92,64,93,51,96,94,94,100,88
Bennie Little,85,100,92,66,58,54,87,84,82,81,57
Jalyn Erdman,97,65,63,86,92,86,65,80,80,85,91
Afton Bruen,96,86,0,89,100,94,53,94,85,81,97
Eveline Medhurst,50,82,88,56,0,98,60,87,85,87,100
Kristy Upton,89,78,50,90,92,99,60,92,97,65,67
Tillman Feest,77,67,72,0,78,98,89,63,75,91,59
Millie Torphy,82,96,87,84,91,97,87,99,71,61,98
Onie Willms,84,61,93,100,96,98,96,100,99,64,76
Gerry Turcotte,84,92,81,74,94,83,80,100,67,98,69
Alexandria Osinski,98,83,80,97,98,87,92,59,58,93,58
Kurt O'Connell,90,72,93,94,51,69,77,52,98,96,90
Glenda Brekke,98,89,89,80,74,100,87,100,99,65,99
Arianna Russel,73,100,93,83,75,73,0,79,87,98,89
Donavon Lakin,91,57,50,84,100,100,87,52,91,83,90
Brennon Gottlieb,67,85,81,99,84,82,87,61,85,95,54
Dominique Muller,55,100,86,67,91,90,90,83,95,69,96
Zella Nienow,99,98,97,88,98,85,84,80,81,88,64
Edgar Block,83,50,93,93,96,96,59,78,66,80,99
Edgardo Prosacco,90,94,51,78,88,80,82,88,84,80,0
Antwon Erdman,83,64,68,64,0,100,62,68,0,81,76
Uriah Morissette,79,68,72,78,86,82,65,80,83,56,83
Camden Morar,96,89,91,84,79,0,70,99,75,80,90
Ralph Metz,92,81,59,70,85,80,61,70,79,52,95
Providenci Sanford,100,96,51,98,74,93,90,99,72,88,75
Andreanne Cummings,80,96,94,99,100,86,76,82,64,76,66
Madyson Glover,93,93,89,84,96,55,76,61,80,55,62
Raphaelle Kshlerin,95,99,100,73,93,82,87,50,50,84,56
Ricky Lowe,80,84,55,90,91,80,75,61,67,90,100
Woodrow Rice,93,75,96,91,87,99,75,80,92,97,79
Ayla Schmitt,81,67,94,52,87,89,62,58,95,97,99
Alaina Gorczany,0,71,69,95,82,57,88,67,95,75,86
Alessandro Kemmer,92,99,89,95,65,66,92,95,86,76,92
Sadie Koepp,82,86,98,96,87,94,68,95,87,82,58
Immanuel Steuber,91,53,55,50,88,89,84,87,86,77,72
Simeon Brekke,99,64,97,67,78,51,53,90,90,96,87
Oscar Gislason,98,82,92,89,67,95,99,82,94,71,67
Ruthe Bogan,99,70,85,81,97,77,64,63,80,0,86
Dayna Krajcik,83,99,93,97,92,0,80,85,94,82,95
Nolan Lubowitz,99,87,91,62,83,97,51,81,53,51,86
Esther Trantow,87,85,66,74,88,0,88,60,84,50,84
Floyd Schmidt,98,100,70,76,98,81,92,94,90,72,85
Theo Fay,82,65,95,76,93,95,85,81,94,89,67
Torrance Emard,94,97,57,63,82,100,89,64,74,54,61
Josh Cummings,94,100,76,93,91,59,98,85,94,75,98
Nayeli Schumm,84,90,88,84,90,88,64,83,86,0,90
Kurt Carter,89,82,95,83,89,89,97,78,69,60,85
Lee Schumm,57,96,94,83,90,100,100,84,84,84,86
Devan Block,98,82,87,93,78,56,98,64,86,98,68
Mazie Wolff,55,69,81,97,66,61,53,59,63,100,93
Dasia King,84,99,83,96,51,97,58,60,70,58,96
Julianne Murray,63,70,68,88,76,66,94,99,83,93,84
Fred Adams,65,86,89,68,79,97,97,92,86,80,84
Rod McCullough,95,98,100,90,90,98,94,67,85,93,96
Idella Howell,83,97,56,83,92,94,51,95,85,71,52
Lynn Kuhn,79,92,95,88,79,50,100,90,91,80,56
August Fritsch,94,82,93,73,93,98,80,72,94,100,88
Brandy Spencer,92,94,80,97,50,51,97,66,75,60,73
Horace Kreiger,83,76,97,95,61,92,83,82,86,87,78
Vesta Littel,94,89,91,98,98,70,99,81,74,74,80
Dereck Huel,63,77,71,84,85,98,85,94,95,81,95
Ahmad Harvey,87,50,91,99,99,53,98,59,85,80,85
Retha Stroman,82,93,97,96,72,81,53,66,75,77,0
Raoul Schoen,92,89,81,97,70,90,97,61,81,55,88
Rahul Stokes,80,60,89,71,98,93,63,86,70,84,82
Toby Reynolds,100,82,83,94,92,61,97,87,88,81,85
Arvel Hickle,79,85,87,95,90,98,91,85,83,91,91
Alexie Lebsack,92,95,83,88,83,99,91,55,88,50,87
Mitchel Wolff,63,81,86,58,82,61,88,55,90,92,96
Stefan Feeney,70,95,64,97,96,97,83,81,87,89,91
Lilly Mueller,76,82,80,89,84,98,76,91,75,71,80
Stephany Hane,98,84,100,76,80,89,74,98,92,66,73
Reginald Goldner,87,88,92,65,80,66,74,84,64,87,87
Lauryn Howe,91,82,98,82,87,80,0,78,52,94,71
Jammie Wuckert,82,95,97,89,58,56,83,95,96,95,96
Geovanny Purdy,71,84,84,68,87,100,83,90,95,94,77
Claudine Pagac,95,55,88,69,98,91,76,95,68,97,64
Janae Simonis,88,90,81,83,99,73,56,87,82,59,70
Harold Pouros,65,86,82,86,80,61,90,66,73,100,60
Arvilla Cartwright,83,77,98,80,81,96,99,86,88,82,88
Alia VonRueden,95,87,64,54,86,89,80,94,92,100,0
Demetrius Gislason,92,99,64,83,96,50,74,80,94,98,76
Buddy Wilkinson,77,82,95,57,87,84,83,89,57,96,83
Martine Ebert,60,96,89,81,0,95,84,100,95,0,50
Alycia Bechtelar,56,83,87,79,67,85,82,85,79,69,60
Doug Botsford,82,70,92,91,98,81,87,93,89,60,100
Kennedi Trantow,91,92,90,93,71,81,95,80,71,83,83
Stefan Lehner,78,100,88,86,61,92,58,91,68,78,57
Jadon Terry,96,68,91,90,74,97,81,81,86,84,53
Thora Keebler,92,89,98,99,75,82,97,82,82,98,78
Carmelo Wintheiser,97,0,93,92,100,80,89,58,79,96,0
Madalyn Reynolds,82,67,80,76,100,84,85,93,87,80,71
Mac Feil,64,51,75,98,92,63,97,89,59,95,70
Corene Zboncak,91,92,79,60,99,74,55,54,86,77,91
Zelma Herman,70,75,65,83,98,74,92,97,64,82,81
Kris Russel,58,73,83,86,52,63,81,77,91,82,57
Jerad Pacocha,56,63,87,55,94,100,63,98,70,62,100
Loy Dibbert,73,93,55,54,92,100,55,78,85,85,86
Vincent Hintz,97,100,100,51,80,53,77,86,86,81,92
Jillian Bashirian,70,81,93,87,99,66,98,65,96,82,85
Chanel Hilll,87,81,99,93,93,87,96,98,84,61,89
Jermey Kub,61,80,53,62,88,51,83,87,63,92,80
Kurtis Corkery,92,83,75,80,83,85,93,96,69,85,54
Chester Hamill,88,55,67,77,97,88,78,88,96,74,95
Brock Haley,100,80,97,67,59,100,65,97,97,96,78
Katlynn Rodriguez,84,99,82,96,82,94,86,87,82,97,87
Viola Kassulke,68,88,81,83,87,83,0,90,89,93,57
Jessie O'Kon,86,100,95,82,85,77,95,64,91,92,94
Terence Lockman,0,98,56,57,92,85,79,92,81,93,50
Mauricio Veum,87,80,58,89,60,52,95,86,73,95,69
Bryce Kuvalis,81,72,64,96,83,90,60,82,63,98,91
Rosario Skiles,95,93,83,57,90,92,76,96,97,96,96
Chet Hamill,85,90,80,80,89,63,60,58,97,94,80
Garth Macejkovic,57,67,62,86,61,89,86,0,99,88,72
Ricardo Champlin,96,89,89,59,92,86,98,83,93,95,76
Myrtice Volkman,54,90,93,88,81,80,0,84,99,63,98
Vivianne Hoeger,0,90,97,91,62,83,55,55,84,97,58
Wava Wehner,81,85,98,84,71,87,97,84,62,82,67
Herman Ondricka,91,86,98,88,70,88,86,94,72,91,86
Royal Fahey,97,75,70,96,87,93,91,88,92,82,88
Sally Klocko,61,50,76,92,91,50,92,66,100,97,62
Aisha Hickle,100,72,92,56,74,94,86,97,96,94,73
Mikayla Lowe,84,86,99,82,97,82,82,94,91,53,65
Fausto Veum,76,96,83,87,84,83,80,85,57,95,0
Stacey Ondricka,97,52,93,67,96,83,99,98,51,97,55
